,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set boss items as tier 6,,,Range,Factor,,Cost,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleed,Poison,Frost,Stagger,Push,Move,Buff,Shaft,Repeat Action,,,,,,,,,,,,,,Average level ups required to equip items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two-handed weapon factor,,,1,1.3,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,3,6,11,18,124,33,14,,,,,,,,,,,,,,4.0,3.9,3.8,3.9,3.7,3.8,3.9,3.8,3.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,2,1.5,,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Stagger per item tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,1.6,,3,-5,,,,,,,,,,,,,,,,,,,,,,Base,,,,Tier 1,,,,Tier 2,,,,Tier 3,,,,,,,,,,,,,,,,,,,,,,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,,,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,Levels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier,Action 1,Action 2,Action 3,SUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapier,259,2,70,41,62,45,FALSE,Core,,,Painted World,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,,42,21,0,21,21,0,30,1,3,0,3,9,0,1,3,,3,9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,14,14,9,9,14,9,20,14,9,14,,4,4,3,3,4,3,5,4,3,4,3,5,3.7,,12,12,8,8,16,8,20,12,8,12,,10.4,4.2,0.0,0.0,1,0,0,3.5,0.0,0.0,0.0,0.0,0,6.5,1,0,3.5,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,0,0,1,6.0,1,-5,5.5,5.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,,,,,🔺,1,,,,,,BLK,,,,1,,,,,,,,,,,,,,3◼️,BLU,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morion Blade,258,2,61,34,54,38,TRUE,Iron Keep,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,,48,24,24,24,0,0,23,0,2,0,2,7,0,,2,,2,7,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,14,14,14,14,20,20,14,14,14,14,,4,4,4,4,5,5,4,4,4,4,4,5,4.2,,12,12,12,12,20,20,12,12,12,12,,8.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,8.5,1,0,3.5,0.0,0.0,0.0,0,1,1,5,0,0,0,0,0,0,0,1,7.0,1,-5,3.5,3.5,0.0,0.0,0,1,1,5,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,🔺🔺,2,,,,,,BLK,,,,,,,TRUE,,,,,,,,,,,3◼️,BLK,BLK,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catarina Armor,258,2,136,110,117,92,TRUE,Characters,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Armor,,22,22,22,0,0,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,5,2,5,5,5,5,5,5,5,5,,2,1,2,2,2,2,2,2,2,2,1,2,1.9,,6,2,6,6,6,6,6,6,6,6,,25.8,8.4,3.5,0.0,2,0,-1,3.5,3.5,0.0,3.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,BLK,,BLK,,,,🔺🔺,2,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When you run, it costs 2 ⬛stamina per node (instead or 1)",TRUE
East-West Shield,254,3,94,65,91,44,FALSE,Core,,,Painted World,,,Sunless City,,,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,0,,,0,Shield,,28,28,0,0,28,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,9,9,9,9,5,5,9,9,9,5,,3,3,3,3,2,2,3,3,3,2,2,3,2.7,,14,14,14,14,6,6,14,14,14,6,,25.4,4.2,5.5,3.0,0,0,0,3.5,0.0,0.0,5.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,BLU,,,1🤺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mask of the Child,254,1,106,76,79,82,TRUE,Tomb of Giants,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,,0,,,0,Armor,,32,19,0,0,19,13,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,9,9,9,9,2,5,5,5,9,5,,3,3,3,3,1,2,2,2,3,2,1,3,2.4,,8,8,8,8,2,4,6,6,8,4,,25.4,4.2,3.5,3.0,2,0,0,3.5,0.0,0.0,3.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,BLK,,,1🤸,🔺🔺,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You may gain 3 ⬛stamina at the start of your activation (instead of 2),
Worker Armor,254,1,102,71,53,102,FALSE,Core,,,Painted World,,,Sunless City,,,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,0,,,0,Armor,,48,12,12,12,12,12,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,5,9,9,9,2,5,5,5,9,14,,2,3,3,3,1,2,2,2,3,4,1,4,2.5,,4,6,6,6,2,4,4,4,6,8,,25.4,4.2,3.5,3.0,2,0,0,3.5,0.0,0.0,3.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,BLK,,,1🤸,🔺🔺,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Knight Spear,253,3,56,30,53,30,TRUE,Explorers,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,,48,26,0,22,0,26,30,1,2,0,4,8,0,1,2,,4,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,20,20,14,14,20,20,14,14,20,14,,5,5,4,4,5,5,4,4,5,4,4,5,4.5,,20,20,16,16,20,20,12,12,20,12,,9.0,0.0,3.5,0.0,1,0,0,0.0,0.0,0.0,3.5,0.0,0,8.2,1.3,0,5.5,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,0,-2,1,5.1,1.3,-5,3.5,3.5,0.0,0.0,3,1,1,0,0,0,0,0,0,0,-2,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,BLK,,,,🔺,1,,,,1📏,,BLU,,,,1,,,,,,,,,,TRUE,,,1📏,3◼️,BLK,BLK,,,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
Great Combustion,251,3,58,32,52,33,FALSE,Characters,,,Tomb of Giants,,,Sunless City,,,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,,Pyromancer,6,,Pyromancer,6,Spell,,48,26,0,0,26,22,28,1,2,0,4,7,0,1,2,,4,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,20,20,14,20,14,14,14,14,14,14,,5,5,4,5,4,4,4,4,4,4,4,5,4.3,,20,20,12,20,12,12,16,16,12,12,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,13.9,1.5,-1,5.5,0.0,0.0,0.0,0,1.2,1.5,0,0,0,0,0,0,0,0,1,8.5,1.5,-5,7.5,0.0,0.0,0.0,0,1.2,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,2📏,1◼️,BLU,,,,,⚡,TRUE,,,,,,,,,,,2📏,3◼️,ORA,,,,,⚡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crescent Axe,250,2,58,32,46,44,TRUE,Tomb of Giants,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,,0,,,0,Weapon,,54,22,22,17,0,15,35,1,3,0,3,11,0,1,3,,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,14,14,20,20,20,14,14,14,14,14,,4,4,5,5,5,4,4,4,4,4,4,5,4.3,,10,10,14,14,14,10,10,12,10,10,,8.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,5.2,1.3,0,5.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,-2,1,8.3,1.3,-7,5.5,5.5,0.0,0.0,3,1,1,0,0,0,0,0,0,0,-2,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,🔺🔺,2,,,,1📏,,BLU,,,,,,,,,,,,,,TRUE,,,1📏,4◼️,BLU,BLU,,,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
Sunset Shield,249,2,92,63,71,71,FALSE,Characters,,,Tomb of Giants,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,Cleric,4,,Cleric,4,Shield,,35,20,15,0,0,20,15,1,0,0,3,0,0,1,,,3,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,9,5,9,9,9,14,5,5,9,5,,3,2,3,3,3,4,2,2,3,2,2,4,2.7,,8,6,8,8,8,12,4,4,8,4,,19.4,4.2,5.5,0.0,0,0,0,3.5,0.0,0.0,5.5,0.0,0,4.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,BLU,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"After a Hollow on your node attacks you, you may push that Hollow",
Crystal Shield,244,3,60,33,53,33,TRUE,Darkroot,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Shield,,46,28,18,0,0,28,45,3,0,0,9,0,0,3,,,9,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,14,14,20,20,14,20,9,9,20,9,,4,4,5,5,4,5,3,3,5,3,3,5,4.1,,16,16,20,20,12,20,8,8,20,8,,8.4,4.2,0.0,0.0,0,0,0,3.5,0.0,0.0,0.0,0.0,0,11.5,1,-5,3.5,3.5,3.5,0.0,0,1,1,0,0,0,0,0,0,6,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,,,,,,,,,,,3◼️,BLK,BLK,BLK,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You are immune to Bleed and Poison,
Longbow,243,1,174,152,135,135,TRUE,Darkroot,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,TRUE,18,18,0,18,0,0,33,1,3,0,4,9,0,1,3,,4,9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2,5,2,2,5,2,5,5,2,2,,1,2,1,1,2,1,2,2,1,1,1,2,1.4,,2,6,2,2,6,2,6,6,2,2,,2.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,9.2,1.6,0,3.5,3.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,-2,1,9.8,1.6,-5,3.5,3.5,3.5,0.0,0,1,1,0,0,0,0,0,0,0,-2,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,🔺,1,,,,4📏,,BLK,BLK,,,,,,,,,,,,,TRUE,,,4📏,3◼️,BLK,BLK,BLK,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Crest Shield,242,2,67,40,58,47,FALSE,Core,,,Tomb of Giants,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,,FALSE,,,0,,,0,Shield,,42,21,21,0,0,21,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,9,9,14,14,14,14,9,9,14,14,,3,3,4,4,4,4,3,3,4,4,3,4,3.6,,8,8,12,12,12,12,8,8,12,12,,24.2,6.6,5.5,0.0,0,0,0,5.5,0.0,0.0,5.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLU,,,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunless Armor,242,1,161,138,93,161,FALSE,Core,,,Tomb of Giants,,,Sunless City,,,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,,,0,,,0,Armor,,26,13,13,0,0,13,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,2,5,5,2,5,2,2,5,5,,1,1,2,2,1,2,1,1,2,2,1,2,1.5,,2,2,4,4,2,4,2,2,4,4,,24.2,6.6,3.5,0.0,2,0,0,5.5,0.0,0.0,3.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLU,,,BLK,,,,🔺🔺,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleric's Candlestick,241,3,54,28,48,28,FALSE,Characters,,,Tomb of Giants,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,Cleric,4,,Cleric,4,Weapon,,50,29,0,21,0,29,43,2,3,0,6,11,0,2,3,,6,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,20,20,14,14,27,20,14,14,14,14,,5,5,4,4,6,5,4,4,4,4,4,6,4.5,,20,20,16,16,28,20,12,12,16,12,,2.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,9.8,1,-1,3.5,5.5,0.0,0.0,0,1.2,1,0,0,0,0,0,0,0,0,1,8.0,1,-7,3.5,3.5,5.5,0.0,0,1.2,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,🔺,1,,,,,1◼️,BLK,BLU,,,,⚡,,,,,,,,,,,,,4◼️,BLK,BLK,BLU,,,⚡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Blades,240,2,62,35,55,39,TRUE,Explorers,Main Boss,The Pursuer,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Ring,,44,22,0,22,22,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,14,14,9,9,20,9,20,14,14,14,,4,4,3,3,5,3,5,4,4,4,3,5,3.9,,12,12,8,8,20,8,20,12,12,12,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,24.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,24,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At the start of your activation, you may suffer 1 damage to flip your Luck token to the ready side",
Covetous Gold Serpent Ring,240,4,48,23,44,24,FALSE,Characters,Transposed,,Tomb of Giants,Transposed,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,Thief,2,,Thief,2,Ring,,55,30,0,30,25,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,27,27,14,14,-99,20,27,27,14,14,,6,6,4,4,-97,5,6,6,4,4,4,6,5.0,,28,28,12,12,-93,20,28,28,12,12,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,24.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,24,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If the party defeats an encounter and does not open a chest, add 1 card from the treasure deck to the inventory",
Porcine Shield,239,2,114,89,100,70,TRUE,Iron Keep,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Shield,,24,24,24,0,0,0,20,1,0,0,4,0,0,1,,,4,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,5,5,5,5,5,9,5,5,5,5,,2,2,2,2,2,3,2,2,2,2,2,3,2.1,,6,6,6,6,6,14,6,6,6,6,,17.4,4.2,3.5,0.0,1,0,0,3.5,0.0,0.0,3.5,0.0,0,4.5,1,-1,5.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,BLK,,,,🔺,1,,,,,1◼️,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Composite Bow,238,2,85,57,66,61,TRUE,Core,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,Assassin,8,,Assassin,8,Weapon,TRUE,36,21,15,21,0,0,28,1,2,0,3,8,0,1,2,,3,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,9,5,5,5,14,14,9,9,5,9,,3,2,2,2,4,4,3,3,2,3,2,4,2.8,,8,6,4,4,16,12,8,8,4,8,,8.0,0.0,0.0,3.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,6.2,1.6,0,3.5,3.5,0.0,0.0,-3,1,1,0,0,0,0,0,0,0,-2,1,6.8,1.6,-5,3.5,3.5,3.5,0.0,-3,1,1,0,0,0,0,0,0,0,-2,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,1🤺,🔺,1,,,,4📏,,BLK,BLK,,,-1,,,,,,,,,,TRUE,,,4📏,3◼️,BLK,BLK,BLK,,-1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
Throwing Knives,237,1,139,116,91,132,TRUE,Painted World,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,,26,14,0,14,12,0,38,1,3,0,5,10,0,1,3,,5,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,5,5,2,2,5,2,5,5,5,5,,2,2,1,1,2,1,2,2,2,2,1,2,1.7,,4,4,2,2,6,2,4,4,4,4,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,10.7,1.3,-1,3.5,3.5,0.0,0.0,0,1,1,0,0,0,0,0,2,0,0,1,9.3,1.3,-7,3.5,3.5,3.5,0.0,0,1,1,0,0,0,0,0,2,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1📏,1◼️,BLK,BLK,,,,,,,,,,,1,,,,,1📏,4◼️,BLK,BLK,BLK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotten Ghru Spear,237,2,91,64,72,66,TRUE,Darkroot,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,,33,21,0,21,12,0,25,1,2,0,3,7,0,1,2,,3,7,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,9,9,5,5,9,5,9,9,5,9,,3,3,2,2,3,2,3,3,2,3,2,3,2.6,,8,8,4,4,14,6,8,8,4,8,,2.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,10.6,1.3,0,3.5,3.5,0.0,0.0,-3,1,1,0,5,0,0,0,0,0,-2,1,8.6,1.3,-5,3.5,3.5,0.0,0.0,0,1,1,0,5,0,0,0,0,0,-2,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,🔺,1,,,,1📏,,BLK,BLK,,,-1,,,,TRUE,,,,,,TRUE,,,1📏,3◼️,BLK,BLK,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
Morning Star,235,1,90,63,67,71,FALSE,Core,,,Tomb of Giants,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,,FALSE,,,0,,,0,Weapon,,35,19,16,0,0,19,30,1,3,0,3,9,0,1,3,,3,9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,9,5,9,9,5,14,5,5,9,5,,3,2,3,3,2,4,2,2,3,2,2,4,2.6,,8,6,8,8,4,12,4,4,8,4,,9.0,0.0,3.5,0.0,1,0,0,0.0,0.0,0.0,3.5,0.0,0,5.5,1,0,5.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,6.0,1,-5,5.5,5.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,BLK,,,,🔺,1,,,,,,BLU,,,,,,,,,,,,,,,,,,3◼️,BLU,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
